"Детские сады / Ясли"#"Детский сад №153, комбинированного вида для детей с задержкой психического развития"#"Крылова, 1а"#"61.435409455057 55.170529929079"
"Детские сады / Ясли"#"Детский сад №210"#"Барбюса, 65"#"61.427672351339 55.129753166987"
"Детские сады / Ясли"#"Детский сад №127, центр развития ребенка"#"Гончаренко, 88"#"61.423215025467 55.125881316934"
"Детские сады / Ясли"#"Детский сад №238, комбинированного вида"#"Барбюса, 67"#"61.427188884349 55.128948390346"
"Детские сады / Ясли"#"Детский сад №445, художественно-эстетического направления развития"#"Чоппа, 6а"#"61.484192627067 55.179928049676"
"Детские сады / Ясли"#"Детский сад №188, компенсирующего вида"#"Героев Танкограда, 25а"#"61.446572491068 55.183308956565"
"Детские сады / Ясли"#"Детский сад-ясли №104"#"Пожарского, 4"#"61.399461922128 55.251353946147"
"Детские сады / Ясли"#"Детский сад №464, центр развития ребенка"#"Часовая, 4"#"61.400874623727 55.247572847221"
"Детские сады / Ясли"#"Детский сад №221, комбинированного вида"#"Арзамасская 3-я, 17а"#"61.4554220583 55.184564027057"
"Детские сады / Ясли"#"Детский сад №240"#"Бажова, 24а"#"61.459465995853 55.187546114584"
"Детские сады / Ясли"#"Детский сад №216"#"Гагарина (Ленинский), 23а"#"61.440563309234 55.135584833212"
"Детские сады / Ясли"#"Детский сад присмотра и оздоровления №363 г. Челябинска"#"Правдухина, 15а"#"61.437279698021 55.174150467364"
"Детские сады / Ясли"#"Детский сад №44, комбинированного вида"#"ОПМС, 8"#"61.549034472019 55.163470687536"
"Детские сады / Ясли"#"Детский сад №78"#"Савина, 11"#"61.437297801453 55.165184492857"
"Детские сады / Ясли"#"Детский сад №155, центр развития ребенка"#"Молодёжная, 4"#"61.405751971405 55.243913526107"
"Детские сады / Ясли"#"Детский сад №239, комбинированного вида"#"Гагарина (Ленинский), 60Б"#"61.431170037207 55.118489316598"
"Детские сады / Ясли"#"Детский сад №333, художественно-эстетического направления развития"#"Горького, 55а"#"61.435049649899 55.178412587074"
"Детские сады / Ясли"#"Детский сад №270, комбинированного вида"#"Курчатова, 10а"#"61.394839766888 55.149763607696"
"Детские сады / Ясли"#"Детский сад №80, интеллектуального направления развития"#"Электростальская, 8"#"61.395536070133 55.252618943455"
"Детские сады / Ясли"#"Детский сад №347"#"Барбюса, 41а"#"61.433508560829 55.138709308283"
"Детские сады / Ясли"#"Детский сад №410, Дружная семейка"#"Комсомольский проспект, 91Б"#"61.307678911033 55.192752247409"
"Детские сады / Ясли"#"Детский сад №456, центр развития ребенка"#"Бажова, 48а"#"61.449418777945 55.182848471128"
"Детские сады / Ясли"#"Детский сад №450, комбинированного вида"#"Псковская, 3"#"61.514153546031 55.122989947523"
"Детские сады / Ясли"#"Детский сад №7, Петушок, пос. Петровский"#"Пионерская, 6"#"61.609569847205 55.231176728942"
"Детские сады / Ясли"#"Детский сад №65, пос. Бажово"#"Луначарского (Бажово), 29"#"61.604856511867 55.058159560611"
"Детские сады / Ясли"#"Детский сад №267"#"Гончаренко, 69а"#"61.431799435071 55.124402661894"
"Детские сады / Ясли"#"Детский сад №86 для тубинфицированных детей"#"Богдана Хмельницкого, 15в"#"61.394187967693 55.256433343662"
"Детские сады / Ясли"#"Детский сад №161"#"Шенкурская, 3а"#"61.399765649838 55.189629976709"
"Детские сады / Ясли"#"Детский сад №76"#"Котина, 50"#"61.440150219811 55.176567407197"
"Детские сады / Ясли"#"Детский сад №97, компенсирующего вида"#"Грибоедова, 36"#"61.43676520837 55.170920621005"
"Детские сады / Ясли"#"Детский сад №90, художественно-эстетического направления развития"#"Культуры, 85а"#"61.443060186141 55.179447626494"
"Детские сады / Ясли"#"Детский сад №46, компенсирующего вида для детей с тяжелыми нарушениями речи"#"Марченко, 19"#"61.461298302503 55.167992413724"
"Детские сады / Ясли"#"Детский сад №120, комбинированного вида"#"1 Пятилетки, 5"#"61.462910434818 55.164201058269"
"Детские сады / Ясли"#"Детский сад №271, Ручеек, интеллектуального направления развития"#"Пети Калмыкова, 27а"#"61.37536121335 55.238401880386"
"Детские сады / Ясли"#"Детский сад №255, художественно-эстетического направления развития"#"Пети Калмыкова, 9а"#"61.368441726763 55.241614180187"
"Детские сады / Ясли"#"Детский сад №51, Кораблик"#"Лихачёва, 6а"#"61.60899213831 55.123686713562"
"Детские сады / Ясли"#"Детский сад №19, г. Копейск"#"Белинского, 18"#"61.693159987901 55.162909808097"
"Детские сады / Ясли"#"Детский сад №22, интеллектуального и художественно-эстетического направления"#"Дегтярёва, 42"#"61.395428330321 55.266253776818"
"Детские сады / Ясли"#"Детский сад №314, комбинированного вида"#"Кулибина, 11"#"61.469097226567 55.173737048654"
"Детские сады / Ясли"#"Детский сад №28, интеллектуального направления развития"#"Российская, 28а"#"61.41275372127 55.186305273468"
"Детские сады / Ясли"#"Средняя общеобразовательная школа №13 с дошкольным отделением, г. Копейск"#"Чернышевского, 45/2"#"61.676288395888 55.128525007941"
"Детские сады / Ясли"#"Детский сад №403, комбинированного вида"#"Гидрострой, 1а"#"61.300497882201 55.151375226762"
"Детские сады / Ясли"#"Детский сад №312"#"Кулибина, 11а"#"61.468720467238 55.173240881502"
"Детские сады / Ясли"#"Детский сад №288"#"Гончаренко, 75а"#"61.427972589127 55.124232240412"
"Детские сады / Ясли"#"Детский сад №97, компенсирующего вида для детей с тяжелыми нарушениями речи"#"Свободы, 85а"#"61.412184469064 55.166485725437"
"Детские сады / Ясли"#"Детский сад №406, художественно-эстетического направления развития"#"Дзержинского, 5а/1"#"61.469735716444 55.120183497098"
"Детские сады / Ясли"#"Детский сад №203"#"Люблинская, 43"#"61.487566763583 55.099857475145"
"Детские сады / Ясли"#"Детский сад №24, Зоренька, п.г.т. Вахрушево"#"Железняка (Вахрушево), 2"#"61.721359568065 55.225026681232"
"Детские сады / Ясли"#"Детский сад №40, г. Копейск"#"Крымская (Старокамышинск), 15"#"61.523999149806 55.059574594074"
"Детские сады / Ясли"#"Детский сад №43, Полянка"#"Комсомольская (Старокамышинск), 42а"#"61.517706807922 55.059277704226"
"Детские сады / Ясли"#"Детский сад №15, г. Копейск"#"Меховова, 35"#"61.642767347273 55.129239481133"
"Детские сады / Ясли"#"Детский сад №189"#"Лермонтова пер, 8"#"61.455556801635 55.180646523013"
"Детские сады / Ясли"#"Детский сад №331"#"Аэропорт пос, 16а"#"61.515388389643 55.287107982666"
"Детские сады / Ясли"#"Детский сад №392, компенсирующего вида"#"Сосновая Роща, 77"#"61.357458201004 55.296564666213"
"Детские сады / Ясли"#"Детский сад №111, интеллектуального направления развития"#"Электростальская, 4"#"61.40020386109 55.252675834337"
"Детские сады / Ясли"#"Детский сад №63 присмотра и оздоровления"#"Ленина, 53а"#"61.620544512147 55.112581870028"
"Детские сады / Ясли"#"Дошкольное отделение, Средняя общеобразовательная школа №14"#"Социалистическая, 46"#"61.388384711974 55.253110958583"
"Детские сады / Ясли"#"Детский сад №384"#"Молодогвардейцев, 68Б"#"61.329719896991 55.180141634156"
"Детские сады / Ясли"#"Детский сад №319, комбинированного вида"#"Российская, 57а"#"61.417810128593 55.176386947836"
"Детские сады / Ясли"#"Дошкольное отделение, Средняя общеобразовательная школа №24"#"Дегтярёва, 86"#"61.396833473195 55.248601599924"
"Детские сады / Ясли"#"Детский сад №313, интеллектуального направления развития"#"Комаровского, 10а"#"61.371852742427 55.241635783666"
"Детские сады / Ясли"#"Детский сад №474, центр развития ребенка"#"Пограничная, 23а"#"61.428710490894 55.143541037744"
"Детские сады / Ясли"#"Детский сад №124, художественно-эстетического направления развития"#"Энергетиков (Ленинский), 6а"#"61.47309579905 55.127404277885"
"Детские сады / Ясли"#"Детский сад №311, центр развития ребенка"#"Новая, 3"#"61.367086165744 55.035280910152"
"Детские сады / Ясли"#"Детский сад №467, Сказка, центр развития ребенка"#"Громова, 9а"#"61.383527375932 55.039389632052"
"Детские сады / Ясли"#"Детский сад №179, интеллектуального направления развития"#"Дегтярёва, 83а"#"61.397963738185 55.246845996156"
"Детские сады / Ясли"#"Детский сад №73, комбинированного вида"#"Свободы, 94а"#"61.413355315338 55.151161963926"
"Детские сады / Ясли"#"Детский сад №237, комбинированного вида"#"60 лет Октября, 28а"#"61.387597438014 55.266144772309"
"Детские сады / Ясли"#"Детский сад №194 для детей с аллергопатологией"#"Ленина проспект, 77"#"61.376462966637 55.159271383863"
"Детские сады / Ясли"#"Детский сад №4"#"Плеханова, 16"#"61.415050847608 55.156056464387"
"Детские сады / Ясли"#"Детский сад №3, пос. Заозерный"#"Проектная, 2"#"61.549331687972 55.009220878502"
"Детские сады / Ясли"#"Детский сад №20, пос. Северный Рудник"#"Колющенко (Северный Рудник), 3"#"61.704359159682 55.187208765304"
"Детские сады / Ясли"#"Детский сад №348, центр развития ребенка"#"50 лет ВЛКСМ, 21а"#"61.384551334755 55.240082957683"
"Детские сады / Ясли"#"Детский сад №91, эстетико-художественного направления развития"#"Грибоедова, 53а"#"61.438571865725 55.165167665746"
"Детские сады / Ясли"#"Детский сад №61"#"Кожевникова, 17"#"61.608826525184 55.118727034477"
"Детские сады / Ясли"#"Детский сад №262, комбинированного вида"#"Шуменская, 45"#"61.461525149953 55.172583162088"
"Детские сады / Ясли"#"Детский сад №10"#"Челябинский Рабочий, 1а"#"61.438406908053 55.147102744279"
"Детские сады / Ясли"#"Детский сад №33, художественно-эстетического направления развития"#"Вострецова, 54"#"61.369359500765 55.190641300003"
"Детские сады / Ясли"#"Детский сад №434"#"Гагарина (Ленинский), 38Б"#"61.431315849554 55.128686628466"
"Детские сады / Ясли"#"Детский сад №198"#"Электростальская, 22"#"61.383111135273 55.252436540775"
"Детские сады / Ясли"#"Детский сад №335, художественно-эстетического направления развития"#"Российская, 198а"#"61.41497449414 55.162231710053"
"Детские сады / Ясли"#"Детский сад №70"#"Коммуны, 47а"#"61.409848528208 55.162386601976"
"Детские сады / Ясли"#"Детский сад №281, комбинированного вида"#"Артиллерийская, 116а"#"61.43150155009 55.171665208549"
"Детские сады / Ясли"#"Детский сад №133, физического направления развития"#"Мебельная, 84"#"61.369618263996 55.124594368555"
"Детские сады / Ясли"#"Детский сад №207, художественно-эстетического направления развития"#"Электростальская, 24"#"61.382389664406 55.252510067818"
"Детские сады / Ясли"#"Детский сад №32"#"Зальцмана, 12"#"61.530214860824 55.170468321816"
"Детские сады / Ясли"#"Детский сад №151"#"Энгельса, 51"#"61.381571336077 55.16265704332"
"Детские сады / Ясли"#"Детский сад №230, комбинированного вида"#"Геологов, 24а"#"61.380226509594 55.044631077905"
"Детские сады / Ясли"#"Детский сад №29, компенсирующего вида"#"Василевского, 72"#"61.480680891938 55.099370558879"
"Детские сады / Ясли"#"Детский сад №436, комбинированного вида"#"Южный бульвар, 4"#"61.449355413147 55.135603670563"
"Детские сады / Ясли"#"Детский сад №180, художественно-эстетического направления развития"#"Тарасова, 47"#"61.377256800301 55.140629931468"
"Детские сады / Ясли"#"Детский сад №332"#"Барбюса, 144г"#"61.422651837929 55.128054867338"
"Детские сады / Ясли"#"Детский сад №66, компенсирующего вида для детей с тяжелыми нарушениями речи"#"Ловина, 24"#"61.445801128141 55.16253053888"
"Детские сады / Ясли"#"Детский сад №20, компенсирующего вида"#"Советская (Центральный), 38"#"61.406238278494 55.161451113192"
"Детские сады / Ясли"#"Детский сад №55, Полянка"#"Кирова, 40"#"61.605522936979 55.092962314421"
"Детские сады / Ясли"#"Детский сад №33, Солнышко, г. Копейск"#"Тульская (Козырево), 9"#"61.733484411774 55.205677119843"
"Детские сады / Ясли"#"Детский сад №411, комбинированного вида"#"Ключевая (Советский), 8а"#"61.379578119206 55.041783806966"
"Детские сады / Ясли"#"Детский сад №416, комбинированного вида"#"Культуры, 59а"#"61.440178709186 55.18491370608"
"Детские сады / Ясли"#"Детский сад №55"#"Воровского, 75"#"61.376049482356 55.141166665986"
"Детские сады / Ясли"#"Детский сад №211, комбинированного вида"#"3 Интернационала, 113в"#"61.423384101884 55.163255387013"
"Детские сады / Ясли"#"Детский сад №304, комбинированного вида"#"Российская, 220а"#"61.416077710644 55.156764132424"
"Детские сады / Ясли"#"Детский сад №95, художественно-эстетического направления развития"#"Чарчана, 10а"#"61.349823780289 55.112977753549"
"Детские сады / Ясли"#"Детский сад №102"#"Техникумовская, 36а"#"61.389281715361 55.141641548389"
"Детские сады / Ясли"#"Детский сад №374, комбинированного вида"#"Огневая, 26а"#"61.333307842063 55.083291561768"
"Детские сады / Ясли"#"Детский сад №371, комбинированного вида"#"Некрасовская, 17"#"61.341453934328 55.11250265732"
"Детские сады / Ясли"#"Детский сад №430, Родные березки, интеллектуального направления развития"#"Богдана Хмельницкого, 32"#"61.374083490545 55.258745605305"
"Детские сады / Ясли"#"Детский сад №451"#"Мамина, 23а"#"61.484741194687 55.189756591553"
"Детские сады / Ясли"#"Начальная общеобразовательная школа №82 с дошкольным отделением"#"Жукова, 46Б"#"61.393944624477 55.245459469709"
"Детские сады / Ясли"#"Детский сад №118, художественно-эстетического направления развития"#"Белорецкая, 32"#"61.376048369087 55.119659138784"
"Детские сады / Ясли"#"Детский сад №8"#"Локомотивная, 28"#"61.401210981775 55.119467835651"
"Детские сады / Ясли"#"Детский сад №429, художественно-эстетического направления развития"#"Туруханская, 40а"#"61.483961760713 55.100023496353"
"Детские сады / Ясли"#"Детский сад №244, интеллектуального направления развития"#"Металлургов шоссе, 27а"#"61.38751580296 55.2472125578"
"Детские сады / Ясли"#"Детский сад №397, Солнышко"#"50 лет ВЛКСМ, 9Б"#"61.38895532955 55.243517859317"
"Детские сады / Ясли"#"Детский сад №192, комбинированного вида"#"Трудовая, 27Б"#"61.39127146339 55.265834629736"
"Детские сады / Ясли"#"Детский сад №40, пос. Есаульский"#"Бердюгина, 4"#"61.2174371768 55.301892659906"
"Детские сады / Ясли"#"Детский сад №208"#"60 лет Октября, 30а"#"61.387372564307 55.265615506448"
"Детские сады / Ясли"#"Детский сад №386"#"60 лет Октября, 16Б"#"61.393851610169 55.265868719251"
"Детские сады / Ясли"#"Детский сад №121"#"Байкальская, 46а"#"61.370366887124 55.249236216046"
"Детские сады / Ясли"#"Детский сад №328, комбинированного вида"#"Краснооктябрьская, 24"#"61.384004190453 55.250972834509"
"Детские сады / Ясли"#"Детский сад №388, комбинированного вида"#"Уральская, 4"#"61.512721473201 55.124172009537"
"Детские сады / Ясли"#"Детский сад №305"#"Сталеваров, 18"#"61.40130542524 55.266156043557"
"Детские сады / Ясли"#"Детский сад №354"#"Пети Калмыкова, 12Б"#"61.370613179306 55.237743757677"
"Детские сады / Ясли"#"Детский сад №340, художественно-эстетического направления развития"#"Электростальская, 41"#"61.383972154451 55.251822361619"
"Детские сады / Ясли"#"Детский сад №89, комбинированного вида для детей с особыми образовательными потребностями"#"Троицкий тракт, 40"#"61.387482011862 55.115280970782"
"школы"#"Эстет-центр, частная общеобразовательная школа"#"Ленина проспект, 24"#"61.436452149545 55.16145308081"
"школы"#"Эстет-центр, частная общеобразовательная школа"#"Павелецкая, 8"#"61.394625557713 55.26901228629"
"школы"#"Средняя общеобразовательная школа №99"#"Пограничная, 21"#"61.431248312147 55.143353233957"
"школы"#"Средняя общеобразовательная школа №104"#"Братьев Кашириных, 103б"#"61.342117445668 55.176207748513"
"школы"#"Средняя общеобразовательная школа №15"#"Ширшова, 9"#"61.406240781905 55.140076661589"
"школы"#"Средняя общеобразовательная школа №147"#"Свердловский проспект, 84а"#"61.387542143218 55.154597082423"
"школы"#"Средняя общеобразовательная школа №54"#"Двинская, 7"#"61.349085831583 55.180833284918"
"школы"#"Средняя общеобразовательная школа №123 с дошкольным отделением"#"Молодогвардейцев, 56Б"#"61.328681158346 55.186219158618"
"школы"#"Средняя общеобразовательная школа №148"#"Академика Макеева, 5а"#"61.299753672996 55.165858403642"
"школы"#"Средняя общеобразовательная школа №30"#"Володарского, 20"#"61.385183961409 55.163644868206"
"школы"#"Средняя общеобразовательная школа №137"#"Свердловский проспект, 24"#"61.385381155029 55.185703820473"
"школы"#"Средняя общеобразовательная школа №67"#"Сони Кривой, 40"#"61.383976209262 55.158362511883"
"школы"#"Средняя общеобразовательная школа №94"#"Металлургов шоссе, 53"#"61.368737256832 55.244130844602"
"школы"#"Средняя общеобразовательная школа №121"#"Свободы, 82"#"61.412973387121 55.156146673758"
"школы"#"Средняя общеобразовательная школа №75"#"Пограничная, 1"#"61.446442216586 55.140068426624"
"школы"#"Средняя общеобразовательная школа №28 им. Молодова С.Г."#"Героя России Молодова, 15"#"61.306131429203 55.237444197597"
"школы"#"Средняя общеобразовательная школа №130"#"Барбюса, 79Б"#"61.429051659272 55.123098131034"
"школы"#"Средняя общеобразовательная школа №25"#"Университетская Набережная, 30а"#"61.348118207272 55.176171501436"
"школы"#"Средняя общеобразовательная школа №129"#"Салавата Юлаева, 25а"#"61.297149834331 55.173587301319"
"школы"#"Средняя общеобразовательная школа №12"#"Солнечная, 50а"#"61.314961864257 55.191845755078"
"школы"#"Средняя общеобразовательная школа №152"#"Чичерина, 3"#"61.285024781162 55.189989930945"
"школы"#"Средняя общеобразовательная школа №53"#"Овчинникова, 4"#"61.411663716798 55.142955574554"
"школы"#"Средняя общеобразовательная школа №4"#"40 лет Победы, 17"#"61.297452629423 55.18871094268"
"школы"#"Средняя общеобразовательная школа №108"#"Уральская, 2"#"61.513663033507 55.123934694633"
"школы"#"Средняя общеобразовательная школа №45"#"Красного Урала, 16"#"61.353918455791 55.19148782283"
"школы"#"Средняя общеобразовательная школа №68 им. Е.Н. Родионова"#"Вагнера, 70а"#"61.42736845798 55.138091484069"
"школы"#"Средняя общеобразовательная школа №153"#"Энтузиастов, 15Б"#"61.37721228034 55.15298793641"
"школы"#"Средняя общеобразовательная школа №78"#"Молодогвардейцев, 62в"#"61.32829733756 55.183110589936"
"школы"#"Средняя общеобразовательная школа №109"#"Шенкурская, 13"#"61.394815647083 55.190468393946"
"школы"#"Средняя общеобразовательная школа №112"#"Героев Танкограда, 104"#"61.448874714677 55.175454147595"
"школы"#"Средняя общеобразовательная школа №21"#"Победы проспект, 113а"#"61.437586429525 55.184873388592"
"школы"#"Средняя общеобразовательная школа №145"#"Челябинская, 17"#"61.374736441185 55.040389738484"
"школы"#"Средняя общеобразовательная школа №73"#"Пекинская, 20"#"61.400585513115 55.245995048922"
"школы"#"Средняя общеобразовательная школа №3"#"Захаренко, 13"#"61.302278455927 55.197380894087"
"школы"#"Средняя общеобразовательная школа №22, Кадетская (казачья) школа"#"Солнечная, 10в"#"61.315108337524 55.203666807717"
"школы"#"7 ключей, русско-британская школа"#"Ворошилова, 12/1"#"61.319957057551 55.198837805729"
"школы"#"Средняя общеобразовательная школа №115"#"Комсомольский проспект, 55а"#"61.326891760819 55.192133736183"
"школы"#"Средняя общеобразовательная школа №58 им. И.Г. Газизулина"#"Свободы, 100а"#"61.414615449216 55.147933168776"
"школы"#"Средняя общеобразовательная школа №8"#"3 Интернационала, 61"#"61.421201048672 55.172601042003"
"школы"#"Средняя общеобразовательная школа №118 им. Героя Советского Союза Н.И. Кузнецова"#"Чайковского, 8а"#"61.359568910006 55.195716354257"
"школы"#"Средняя общеобразовательная школа №98"#"Елькина, 78"#"61.398342749872 55.155213482067"
"школы"#"Средняя общеобразовательная школа №46"#"Новороссийская, 77а"#"61.466239942366 55.111137753585"
"школы"#"Средняя общеобразовательная школа №84"#"Хохрякова, 26а"#"61.483849169017 55.175394539473"
"школы"#"Средняя общеобразовательная школа №47 им. Пустового В.П."#"Батумская, 10"#"61.467060154246 55.12004277893"
"школы"#"Средняя общеобразовательная школа №19"#"Мамина, 21"#"61.483996417488 55.190902841877"
"школы"#"Средняя общеобразовательная школа №51"#"Агалакова, 46"#"61.44417962601 55.133020829581"
"школы"#"Средняя общеобразовательная школа №39"#"Марченко, 23г"#"61.463940418497 55.166304306264"
"школы"#"Средняя общеобразовательная школа №110"#"Блюхера, 6"#"61.384376764396 55.143584422525"
"школы"#"Средняя общеобразовательная школа №113"#"Агалакова, 19"#"61.435672740589 55.135798050756"
"школы"#"Средняя общеобразовательная школа №59"#"Мамина, 9"#"61.48039147863 55.197209759603"
"школы"#"Средняя общеобразовательная школа №62"#"Кудрявцева, 79"#"61.428695877119 55.174035761673"
"школы"#"Коррекционная школа №127"#"Коммуны, 115а"#"61.385072235132 55.161491988855"
"школы"#"Средняя общеобразовательная школа №151"#"250 лет Челябинску, 15"#"61.302660639182 55.178378907822"
"школы"#"Средняя общеобразовательная школа №81"#"Кулибина, 58"#"61.4692341057 55.174569942203"
"школы"#"Средняя общеобразовательная школа №85"#"Тухачевского, 15"#"61.429982860713 55.146193190878"
"школы"#"Средняя общеобразовательная школа №52"#"Савина, 3"#"61.445506286284 55.16472020463"
"школы"#"Средняя общеобразовательная школа №18"#"Горького, 11"#"61.440853416254 55.164828307911"
"школы"#"Средняя общеобразовательная школа №128"#"Вагнера, 90"#"61.421102197606 55.129846938066"
"школы"#"Средняя общеобразовательная школа №146"#"Новороссийская, 8"#"61.492730533424 55.100855518296"
"школы"#"Средняя общеобразовательная школа №41"#"40 лет Победы, 14а"#"61.293964230395 55.187147143039"
"школы"#"Средняя общеобразовательная школа №38"#"Салютная, 16"#"61.449522115752 55.171758353918"
"школы"#"Средняя общеобразовательная школа №43"#"Короленко, 16"#"61.380589087437 55.116645001046"
"школы"#"ЦППРК, Центр психолого-педагогической реабилитации и коррекции г. Челябинска"#"Барбюса, 65а"#"61.428387059861 55.128946560633"
"школы"#"Средняя общеобразовательная школа №138"#"Сони Кривой, 54"#"61.373306141752 55.157741993423"
"школы"#"Средняя общеобразовательная школа №91"#"Жукова, 16"#"61.390269746693 55.256031494212"
"школы"#"Средняя общеобразовательная школа №42"#"Комаровского, 11Б"#"61.372339310197 55.240298631053"
"школы"#"Средняя общеобразовательная школа №74"#"Комаровского, 7Б"#"61.375704943904 55.23896925277"
"школы"#"Средняя общеобразовательная школа №13"#"Захаренко, 3а"#"61.313149687252 55.197394387726"
"школы"#"Средняя общеобразовательная школа №103"#"60 лет Октября, 5"#"61.399911726048 55.263900899279"
"школы"#"Средняя общеобразовательная школа №23, г. Копейск"#"Коммунистическая (Старокамышинск), 27"#"61.523864555049 55.056913803584"
"школы"#"Средняя общеобразовательная школа №101"#"Танкистов, 144Б"#"61.467994532965 55.170566044282"
"школы"#"Средняя общеобразовательная школа №65"#"Новороссийская, 126"#"61.433071423063 55.117063714065"
"школы"#"Средняя общеобразовательная школа №36"#"40 лет Победы, 24а"#"61.299362697631 55.182881212293"
"школы"#"Рощинская средняя общеобразовательная школа"#"Ленина, 3"#"61.267614717601 55.310356174592"
"школы"#"Средняя общеобразовательная школа №56"#"Кузнецова, 33"#"61.339986419701 55.112355535048"
"школы"#"Коррекционная школа №72"#"Комсомольский проспект, 74Б"#"61.313444265969 55.196610662248"
"школы"#"Пеликан, частная общеобразовательная школа"#"Худякова, 18"#"61.363326567354 55.148097916818"
"школы"#"Средняя общеобразовательная школа №55"#"Брестская, 17"#"61.455577722243 55.121538498334"
"школы"#"Средняя общеобразовательная школа №154"#"Салавата Юлаева, 13"#"61.28670292726 55.178060985415"
"школы"#"Англо-математическая частная начальная школа, НОУ ИнЛингва"#"Генерала Мартынова, 3"#"61.29463185007 55.21657181387"
"школы"#"Средняя общеобразовательная школа №124 с углубленным изучением отдельных учебных предметов"#"Университетская Набережная, 16а"#"61.366309233188 55.177259272989"
"школы"#"Коррекционная школа №7"#"Береговая (Калининский), 99"#"61.403720740455 55.175237629555"
"школы"#"Средняя общеобразовательная школа №61"#"Театральный пер, 16а"#"61.382432915396 55.256191927769"
"школы"#"Средняя общеобразовательная школа №155"#"Октябрьская, 3"#"61.468482058319 55.180158116117"
"школы"#"Средняя общеобразовательная школа №6, г. Копейск"#"Ленина, 62Б"#"61.622506030739 55.117305959973"
"школы"#"Средняя общеобразовательная школа №89"#"Куйбышева, 39"#"61.347023694643 55.197849177244"
"школы"#"Средняя общеобразовательная школа №17"#"Фёдорова, 12"#"61.400672620003 55.135344583488"
"школы"#"Средняя общеобразовательная школа №44 им. С.Ф. Бароненко, г. Копейск"#"Лихачёва, 4"#"61.606515232616 55.123848894577"
"школы"#"Средняя общеобразовательная школа №71"#"32 годовщины Октября, 18а"#"61.393851617802 55.238859393257"
"школы"#"Средняя общеобразовательная школа №150"#"250 лет Челябинску, 7"#"61.311975071351 55.181044554577"
"школы"#"Средняя общеобразовательная школа №14"#"Байкальская, 34"#"61.376012455576 55.248678294954"
"школы"#"Средняя общеобразовательная школа №24"#"Жукова, 47"#"61.394677395033 55.247744228121"
"школы"#"Средняя общеобразовательная школа №5"#"Калинина, 28"#"61.391198593766 55.180004864161"
"школы"#"Средняя общеобразовательная школа №87"#"Молодогвардейцев, 61а"#"61.337043951122 55.176175897742"
"школы"#"Средняя общеобразовательная школа №107"#"Ленина проспект, 7"#"61.452087755471 55.159640067692"
"школы"#"Средняя общеобразовательная школа №50"#"Российская, 49а"#"61.415580784577 55.181539210339"
"школы"#"Средняя общеобразовательная школа №48, г. Копейск"#"Славы проспект, 13а"#"61.612294313314 55.109737652432"
"школы"#"Средняя общеобразовательная школа №144"#"Чехова, 4а"#"61.374437851058 55.034726859468"
"школы"#"Средняя общеобразовательная школа №92"#"Богдана Хмельницкого, 7"#"61.400118341784 55.256448044904"
"школы"#"Средняя общеобразовательная школа №1, г. Копейск"#"Жданова, 25"#"61.605684185737 55.113555901854"
"школы"#"Улыбка, основная общеобразовательная школа"#"Гагарина (Ленинский), 16"#"61.439509374512 55.139672805228"
"школы"#"Средняя общеобразовательная школа №6"#"Кирова, 3а"#"61.403339389511 55.18188096916"
"школы"#"Средняя общеобразовательная школа №33"#"Хлебозаводская, 4"#"61.405575152894 55.248480165531"
"школы"#"Средняя общеобразовательная школа №32"#"Новороссийская, 27"#"61.485659504912 55.106759500028"
"школы"#"Средняя общеобразовательная школа №116"#"Эльтонская 2-я, 16а"#"61.532183348259 55.16732026063"
"школы"#"Перспектива, средняя общеобразовательная школа"#"Володарского, 20"#"61.385183961409 55.163644868206"
"школы"#"Средняя общеобразовательная школа №70, Филиал"#"Богдана Хмельницкого, 24"#"61.382307431204 55.258714885055"
"школы"#"Средняя общеобразовательная школа №7"#"Коммунистический проспект, 3Б"#"61.614236957511 55.103964389457"
"школы"#"Коррекционная школа №60"#"Дзержинского, 94"#"61.438414643071 55.131701664577"
"школы"#"Средняя общеобразовательная школа №86"#"Котина, 22"#"61.45467501879 55.179287326723"
"школы"#"Средняя общеобразовательная школа, Южно-Уральский государственный институт искусств им. П.И. Чайковского"#"Плеханова, 41"#"61.411291074616 55.154422225829"
"школы"#"Средняя общеобразовательная школа №140"#"26 Бакинских Комиссаров, 107а"#"61.40855548352 55.235092439439"
"школы"#"Краснопольская средняя общеобразовательная школа"#"Солнечная, 1"#"61.235983561294 55.235312313818"
"школы"#"Средняя общеобразовательная школа №32, г. Копейск"#"Электровозная (Железнодорожный), 18"#"61.55522659067 55.098569901952"
"школы"#"Средняя общеобразовательная школа №43, г. Копейск"#"Новосибирская, 21"#"61.65524825166 55.105197416839"
"школы"#"Средняя общеобразовательная школа №47, г. Копейск"#"Курская (Вахрушево), 2а"#"61.71609879856 55.22910209096"
"школы"#"Средняя общеобразовательная школа №9, г. Копейск"#"Калинина, 18"#"61.611949947787 55.100488352859"
"школы"#"Лидер, средняя общеобразовательная школа"#"40 лет Октября, 19"#"61.450919954858 55.165566259133"
"школы"#"Вечерняя школа №17"#"Горького, 47Б"#"61.437451187916 55.176056474011"
"школы"#"Средняя общеобразовательная школа №141"#"60 лет Октября, 26а"#"61.389228579936 55.265263689389"
"школы"#"Средняя общеобразовательная школа №1"#"Красноармейская, 57"#"61.413400104658 55.169094769329"
